question,document,score,reasoning
"Do I need to turn in two capstone projects, or is one enough?",d5fc98925d,good,"The AI answer correctly states that only one project is required and that attempt 2 is a resubmission of the same project if attempt 1 fails. It also correctly mentions that submitting two projects is optional and must involve different datasets and problem statements. However, it omits the note that missing attempt 1 still allows catching up by attempt 2, and it omits the peer-review requirement for certification. These omissions do not change the direct answer to the user's question, which is about whether one or two capstone projects are needed."
What does attempt 1 vs attempt 2 mean for the project submission?,d5fc98925d,good,"The AI answer matches the ground truth on the main points: there is one project, attempt 1 and attempt 2 are submission windows/chances, you can resubmit after a failed first attempt, and missing attempt 1 still allows attempt 2. It omits the extra note about submitting two different projects for experience and the peer-review certification condition, but those are not essential to the core question about attempt 1 vs attempt 2."
"If my first project submission gets rejected, can I fix it and send it again later?",d5fc98925d,good,"The AI answer correctly states that a rejected first submission can be improved and resubmitted in the attempt #2 submission window. It preserves the key point of the ground truth. It omits extra details about only needing one project, the option to do two projects with different datasets/problem statements, and the peer-review requirement, but those omissions do not change the core answer to the user's question."
"Can I submit a second project just to practice, and if so does it need a different dataset and problem?",d5fc98925d,good,"The AI answer correctly states the key point that if submitting two projects for practice/experience, they must use different datasets and problem statements. It omits the extra context about only needing one project and the attempt#2 resubmission window, but the question asks specifically about a second practice project and whether it needs a different dataset/problem, which is answered accurately."
"If I miss the first submission deadline, can I still submit in the second window and count it toward the course?",d5fc98925d,good,"The AI answer captures the key point that missing the first submission window does not prevent submitting in the second window, and it correctly includes the peer-review requirement for certification. It omits some extra context about re-submission after a failed first attempt and the note about submitting two projects with different datasets/problem statements, but those are not necessary to answer the question asked."
"Can I use the competition as my capstone project, or are they separate things?",e892d44e42,good,"The AI answer preserves the key point from the ground truth: the competition and capstone are separate, participation in the competition can be in a group, and the capstone is individual. This is semantically equivalent despite different wording."
"If I join the math-kaggle-llm-competition with a team, does that still count for capstone?",e892d44e42,good,"The AI answer preserves the key point from the ground truth: joining the competition as a team does not make it count for capstone, because the capstone must be an individual attempt. The added wording is semantically equivalent."
Is the capstone meant to be done individually even if I participate in the competition?,e892d44e42,good,"The ground truth says the capstone is an individual attempt, while the competition may be done in groups. The AI answer conveys this correctly, even though it begins with 'Yes' to the question phrasing. The substantive meaning matches."
Can I form a team for the competition and also submit that work as my capstone?,e892d44e42,good,"The AI answer preserves the key point: team participation is allowed for the competition, but the capstone is individual and cannot be the same as the competition/team work. This is semantically equivalent to the ground truth, with only minor wording differences."
Does taking part in the Kaggle competition replace the capstone requirement?,e892d44e42,good,"The AI answer matches the ground truth: it clearly states that participating in the Kaggle competition does not replace the capstone requirement, and that the capstone is individual while the Kaggle competition can be done separately, possibly in groups. This preserves the key information exactly."
How will my capstone project be graded in the end?,9a2e2d2008,good,"The AI answer captures the key point that the final grade is the median of three peer reviewers' scores. It omits the reciprocal obligation to grade three peers and the warning about possible certificate failure, but those are supplementary details rather than the core grading method asked about. Semantically, the grading mechanism is correct and equivalent."
Who reviews the capstone project after I submit it?,9a2e2d2008,good,"The AI answer captures the key point that the project is reviewed by three randomly assigned students who also submitted the project. It omits the additional note that the student must also grade three fellow students and the consequence of not doing so, but the question only asks who reviews the project, so the core answer is correct and semantically equivalent."
"Do I also need to review other students’ projects, or is it only my own?",9a2e2d2008,good,"The AI answer correctly states that the student must review three other students’ projects in addition to their own. It captures the core point of the original answer, though it omits extra details about random assignment, grading consequences, and median scoring. Those omissions do not change the essential meaning asked by the question."
What happens if I don’t complete the peer-review part of the capstone?,9a2e2d2008,good,"The AI answer preserves the key consequence: failing to complete peer review may prevent earning the certificate. It also captures that students must review 3 peers’ projects. It omits some extra details from the ground truth (random assignment, final grade median, and that each project is also evaluated by three students), but those are not necessary to answer the question asked."
Which scoring rules should peer reviewers use for the project evaluation?,9a2e2d2008,bad,"The AI answer does not address the question or provide the scoring rules. It says 'I don’t know,' which misses the key information that peer reviewers must follow the guidelines defined in the course link and that projects are graded by three peer reviewers. Therefore it is not semantically equivalent to the ground truth."
"After the deadline, how are capstone projects assigned to each participant for review or grading?",eae0fb50aa,good,"The AI answer matches the ground truth: after the deadline, an Excel sheet is shared and each participant is assigned 3 projects for review/grading. No key information is missing or contradicted."
"Will we get project review assignments right away after submitting, or only after the submission deadline ends?",eae0fb50aa,good,"The AI answer matches the ground truth: assignments are shared only after the submission deadline passes, via an Excel sheet with 3 projects per participant. No key information is missing or incorrect."
How many capstone projects does each participant have to grade once the assignments go out?,eae0fb50aa,good,"The AI answer matches the ground truth: it states that each participant grades 3 capstone projects, which is the key information. Minor wording differences do not matter."
What format will the project assignment list be shared in for the capstone review process?,eae0fb50aa,good,"The ground truth says the assignment list will be shared as an Excel sheet, with the additional detail that 3 projects are assigned to each participant after the deadline. The AI answer correctly identifies the format as an Excel sheet, which is the key point asked about. It omits the extra assignment detail but does not contradict or miss the core answer."
"For the capstone project, when should I expect the grading assignments to be sent out?",eae0fb50aa,good,"The AI answer matches the ground truth in meaning and wording. It correctly states that after the submission deadline has passed, an Excel sheet will be shared with 3 projects assigned to each participant."
"I already sent in my capstone project, so why am I still unable to see any projects to review?",a8a7fef016,good,"The AI answer preserves the core meaning of the original: after the submission deadline, projects are assigned for evaluation, and the user cannot select projects or see any until the list is released. This is semantically equivalent."
"After the submission deadline passes, how do project reviews get assigned to us?",a8a7fef016,good,"The AI answer preserves the core idea that reviews are assigned after the submission deadline and that participants do not choose them. However, it adds specific details not present in the ground truth (an Excel sheet and exactly 3 projects per participant). Since the task is semantic equivalence and the extra details could be unsupported, but the main answer matches the assignment process and timing, it is still acceptable."
"Do we get to pick which projects we evaluate in the capstone, or is it assigned automatically?",a8a7fef016,good,"The AI answer matches the ground truth: projects are assigned automatically after the submission deadline, and participants cannot choose which projects to evaluate. It adds that an Excel sheet will be shared with 3 projects each, which is extra detail but not contradictory or incorrect relative to the core answer."
Why is the review list empty right now even though I submitted my project already?,a8a7fef016,good,"The AI answer matches the ground truth: it explains that reviews are assigned only after the submission deadline passes and the list is released, and that users cannot choose or see projects to review before then. This conveys the same key information as the original answer."
"Can I start reviewing other projects before the assignments are released, or do I need to wait?",a8a7fef016,good,"The AI answer matches the ground truth: it says you must wait until after the submission deadline and after assignments are released, and that you cannot review before the list is available. This preserves the key point that reviewing cannot start early and projects are assigned to you, not chosen by you (though the latter is not explicitly stated, it is not contradicted)."
Where can I look for project ideas and possible datasets for the capstone?,e76a70cde3,good,"The AI answer points to the same GitHub page and includes the relevant information: project ideas, datasets, tips, and guidelines. This is semantically equivalent to the ground truth."
Is there a page with some project inspiration plus datasets I can use?,e76a70cde3,good,"The AI answer conveys the same information as the ground truth: it points to the GitHub page containing project ideas/inspiration, datasets, tips, and guidelines. Semantically equivalent."
"I’m stuck on the capstone — where do I find ideas, data sources, and guidelines?",e76a70cde3,good,"The AI answer points to the same GitHub page containing ideas, datasets, tips, and guidelines, which matches the ground truth. The extra links to previous project submissions are additional but do not contradict the original answer."
Can you point me to a GitHub link with suggestions for the project and usable datasets?,e76a70cde3,good,"The AI answer provides the same GitHub link as the ground truth and correctly states it contains project ideas, suggestions, and usable datasets. This is semantically equivalent."
"What’s the best place to check for a few capstone ideas, datasets, and tips?",e76a70cde3,good,"The AI answer points to the same GitHub page and states it contains capstone ideas, datasets, tips, and guidelines, matching the ground truth in meaning."
"Do I actually need Airflow, Mage, or Kestra for the capstone, or is a simple Python script enough?",d4f7c08ea1,good,"The AI answer matches the ground truth: it says an orchestrator is not required, a plain Python script is enough for full points, a Jupyter notebook earns 1 instead of 2 points, and an orchestrator should only be used if it fits the project such as recurring daily ingestion. Semantically equivalent."
Will I lose points if I skip an orchestration tool and just build the ingestion pipeline in Python?,d4f7c08ea1,good,"The AI answer matches the ground truth: it says a plain Python script is sufficient for full points, and that an orchestration tool is only needed if it fits the project. It omits the notebook-specific detail about earning 1 point instead of 2, but that is extra nuance rather than a core requirement of the question asked. Overall semantically equivalent."
"If I do the ingestion part in a Jupyter notebook, how many points can I get compared to a script?",d4f7c08ea1,good,"The AI answer correctly states the key comparison: a Jupyter notebook earns 1 point instead of 2 for the ingestion pipeline criterion. It matches the ground truth on the scoring difference, though it omits the note that a plain Python script is enough for full points and the orchestrator guidance. The core answer to the question is preserved."
When does it make sense to use an orchestrator in the capstone project instead of plain code?,d4f7c08ea1,good,"The AI answer matches the ground truth: it says a plain Python script is enough for full points, and that an orchestrator should only be used when it genuinely fits the project, e.g. recurring daily ingestion. It also correctly notes that you should not add one just to meet the criterion. No key information is missing or contradicted."
Should I add an orchestration tool just to satisfy the ingestion pipeline requirement?,d4f7c08ea1,good,"The AI answer matches the ground truth: it says not to add an orchestration tool just to satisfy the requirement, that a plain Python script is enough for full points, and that an orchestrator should only be used when it fits the project (e.g., daily updates). It preserves the key distinction from the original answer; it omits the notebook note, but that is extra detail rather than a core requirement for this question."
How can I test a recommender RAG when I don't have any real question-answer ground truth?,9b0e2d6a47,good,"The AI answer matches the ground truth closely: it gives the same two evaluation approaches (synthetic ground truth and LLM-as-a-judge), mentions the same retrieval metrics (hit rate, MRR, NDCG), and correctly notes that NDCG is often preferable for ranking/recommendation settings. No key information is missing or incorrect."
What's a good way to create synthetic evaluation data for a retrieval system that recommends items?,9b0e2d6a47,bad,"The AI answer captures the first synthetic-ground-truth approach accurately: generate queries per item from descriptions, run them through retrieval, and evaluate with hit rate/MRR/NDCG. It also correctly notes that NDCG is well-suited for ranking problems. However, it omits the second complementary approach from the ground truth: using an LLM-as-a-judge to rate end-to-end relevance/usefulness on a rubric. Since the question asks for a good way and the original answer explicitly gives two complementary approaches, the omission is material but the core answer is still substantially correct. Per the instructions, this should be judged only on whether it conveys the same key information; here it misses an important key point."
Can I use an LLM to judge the quality of my RAG outputs instead of exact labels?,9b0e2d6a47,bad,"The AI answer correctly says an LLM can be used as a judge for RAG evaluation, which matches one of the two approaches in the ground truth. However, it omits the other key complementary approach: generating synthetic ground truth queries from item descriptions and evaluating retrieval with hit rate/MRR/NDCG. It also adds an unrelated Pandas tip that is not part of the source answer. Since the question asks whether an LLM can be used instead of exact labels, the core yes is correct, but the full ground-truth answer emphasizes both LLM-as-judge and synthetic labels, plus NDCG as a better fit for ranking-style problems. The AI answer misses these important parts."
"For ranking-type RAG, should I use hit rate or NDCG, and why?",9b0e2d6a47,good,"The AI answer captures the key point from the ground truth: NDCG is often preferable to hit rate for ranking-style RAG because it rewards higher placement and handles multiple acceptable items better. It also correctly contrasts hit rate as a simpler presence/absence metric. The original answer additionally mentions two evaluation approaches (synthetic ground truth and LLM-as-a-judge), but those are not required to answer the direct question asked here, so their omission is acceptable."
How would you measure retrieval quality if several items could be acceptable results?,9b0e2d6a47,good,"The AI answer captures the key point from the ground truth: NDCG is often better than hit-rate when multiple items are acceptable because it rewards ranking quality. However, it omits the two complementary approaches described in the original answer (synthetic ground truth and LLM-as-a-judge). Since the question asks how to measure retrieval quality in that scenario, the core takeaway is still present, but the answer is incomplete relative to the original."
"For a huge PDF corpus, what chunking approach should I start with so I’m not overthinking it?",6f2a8b3d10,good,"The AI answer captures the core guidance from the ground truth: start with fixed-size ~1000-token chunks with overlap, iterate rather than over-optimizing, consider LLM-based logical section splitting, add per-chunk summaries, and use hybrid BM25 + dense search for long structured documents. It also preserves the emphasis on measuring improvement with hit rate/MRR. It omits the specific PDF parsing tool recommendations, but those are ancillary rather than the main answer to the question."
"Should I just use fixed-size chunks first, or is it better to ask an LLM to split the docs into sections right away?",6f2a8b3d10,good,"The AI answer captures the core recommendation: start with fixed-size chunking, evaluate, then try LLM-based section splitting later. It also conveys the iterate-and-measure principle. However, it omits several secondary suggestions from the original, such as adding chunk summaries, hybrid search for long structured documents, and tooling for PDF parsing. Those are supportive details rather than the main point asked, so the semantic answer is effectively equivalent."
"Would adding a short summary to each chunk actually help retrieval, and if so how would I use it?",6f2a8b3d10,good,"The AI answer captures the key point: adding a short summary per chunk can improve retrieval, and it explains the two intended uses from the ground truth—indexing the summary alongside the chunk or using it to boost retrieval. It also correctly mentions re-running an evaluation to measure improvement. It omits some surrounding advice (iterate on chunking, hybrid search, parsing tools), but those are not necessary to answer the specific question about summaries."
"For long legal or financial docs, is dense search enough or should I mix in BM25 too?",6f2a8b3d10,good,"The AI answer correctly states that for long legal or financial documents, dense search alone is not ideal and that hybrid search (BM25 + dense) is preferred because exact wording matters. It also preserves the evaluation-driven guidance, though it omits some extra chunking advice and tool suggestions, which are not essential to the direct question."
What tools do you recommend for turning PDFs into cleaner text or markdown before chunking?,6f2a8b3d10,good,"The AI answer includes the three key tools from the ground truth: pymupdf4llm, Docling, and GROBID, and correctly describes their relative strengths. It adds extra reasonable tools (unstructured, OCR options), which does not conflict with the original answer. However, it omits the original answer’s broader guidance about iterating on chunking strategies and evaluating improvements, but the question asks specifically about tools for turning PDFs into cleaner text or markdown before chunking. For that narrower question, the core answer is preserved."
What does reproducibility mean for the capstone project?,e5d8a2c761,good,"The AI answer matches the ground truth on the core definition of reproducibility and includes all key concrete requirements: use own credentials, avoid sharing keys, provide a rebuild script/notebook, include `.env.example` and keep `.env` out of git, pin dependencies and document versions, and use a cheap model. It is semantically equivalent."
Do I need to put my API keys or service credentials in the repo so the reviewer can run it?,e5d8a2c761,good,"The AI answer matches the ground truth: it clearly says not to include API keys or service credentials in the repo, explains that reviewers should use their own credentials, and includes the same recommended practices (.env.example, .gitignore, rebuild script, pinned dependencies, version docs). It omits the note about using a cheap model to reduce reviewer cost, but that is extra guidance rather than a key requirement, so the answer remains semantically equivalent."
How should I let someone rebuild the search index from scratch when they clone my project?,e5d8a2c761,good,"The AI answer captures the main guidance: provide a rebuild script/notebook, use a `.env.example`, keep real credentials out of git, and have reviewers use their own credentials. However, it omits two key points from the original: recommending a cheap model to avoid burning credits, and pinning dependency versions plus documenting Python/Docker versions. Since the task is to judge semantic equivalence, this is incomplete but still conveys the core answer. The key missing details are not strictly necessary to answer the question, so overall it is acceptable."
"Should I include a .env file with real values, or just an example file?",e5d8a2c761,good,"The AI answer correctly states that the repository should include a .env.example file with variable names only, while the real .env file with secrets should not be committed and should be added to .gitignore. This matches the core of the ground truth. It omits some extra guidance about credentials, rebuild scripts, and pinned dependencies, but those are not required for semantic equivalence to the specific question asked."
What should I do about model choice and dependency versions so other people can run the project without issues?,e5d8a2c761,good,"The AI answer captures the key guidance from the ground truth: use a cheap model, pin dependency versions, document Python/Docker versions, and avoid committing API keys by using a .env.example. It omits the specific recommendation to provide a script or notebook that ingests the dataset and rebuilds the search index locally, but the user’s question is specifically about model choice and dependency versions so that others can run the project without issues. The core answer is therefore semantically equivalent."
"Can I do the homework and final project in something other than Python, like JavaScript or Go?",ea815eb858,good,"The AI answer preserves the key points: Python is strongly preferred and easiest; other languages like JavaScript/Go are technically possible but only with a strong reason; documentation must be thorough with cross-platform run/install instructions; and reproducibility/evaluation must remain easy. It also correctly applies this to both homework and the final/capstone project. It omits the specific example commands for Go, but that is not essential to the semantic answer."
"Is it okay to submit a capstone project in Rust, Java, Scala, C#, or R instead of Python?",ea815eb858,good,"The AI answer preserves the key points: non-Python stacks like Rust, Java, Scala, C#, or R are technically possible; Python is strongly recommended due to course materials and reviewer expectations; and if using another language, the documentation/README must be thorough and cover installation and running on Windows, macOS, and Linux for reproducibility and evaluation. It does not mention that this applies to every homework as well, but the question is specifically about the capstone project, so that omission is acceptable."
"If I choose a non-Python stack for the project, what should I include in the README so the reviewer can run it?",ea815eb858,good,"The AI answer captures the key requirements: thorough README, dependency installation, run instructions, cross-platform steps, and sufficient detail for an unfamiliar reviewer. It also includes the Go example, matching the ground truth. The note about avoiding API keys/credentials is extra but not contradictory. The one omission is the original's strong advice that Python is preferred and non-Python should be used only with strong reason, but the question asks specifically what to include in the README, so this omission does not affect correctness."
"Do I have to explain installation and run steps for Windows, macOS, and Linux if I don't use Python?",ea815eb858,good,"The AI answer matches the key requirement from the ground truth: non-Python submissions need thorough documentation, including installation and run steps for Windows, macOS, and Linux. It omits the recommendation that Python is preferred and the example commands, but those are not essential to the core answer asked here."
Will a project in another language be accepted as long as it is easy to reproduce and review?,ea815eb858,good,"The AI answer matches the ground truth on the key point: non-Python projects are allowed only with a strong reason, and they must be very thoroughly documented so they are easy to reproduce/evaluate across Windows, macOS, and Linux. It preserves the main caution that Python is preferred and that reproducibility/reviewability is required. Minor omissions like not explicitly mentioning specific examples or the course’s Python-based expectations do not change the meaning."
Where do I look to see past LLM Zoomcamp capstone projects?,930286278d,good,"The AI answer provides the same links to the 2024 and 2025 project pages, which is the core information requested. It omits the extra explanatory sentence about what the pages show, but that does not change the answer's meaning."
Is there a page with previous LLM Zoomcamp project submissions I can check out?,930286278d,good,"The AI answer matches the ground truth exactly in meaning: it confirms the page exists and provides both 2024 and 2025 project links, along with the same explanatory note about submitted repositories and scope/quality of capstone projects."
Can you share the links for old LLM Zoomcamp projects from 2024 and 2025?,930286278d,good,"The AI answer provides the same two project links for 2024 and 2025 as the ground truth. It preserves the core information and is semantically equivalent, with no missing key point."
I want to get a feel for the scope of the capstone — where can I browse earlier projects?,930286278d,good,"The AI answer preserves the key information: it points to the 2024 and 2025 project pages, explains they contain submitted repositories, and says they help gauge expected scope and quality. This is semantically equivalent to the ground truth."
Are there any examples of submitted LLM Zoomcamp repositories from previous years?,930286278d,good,The AI answer matches the ground truth: it confirms that previous LLM Zoomcamp project submissions are available and provides the same 2024 and 2025 project links. The extra sentence is consistent with the original and does not change the meaning.
Do I need to reserve my capstone project idea before I start working on it?,897a350476,good,"The AI answer correctly states that you do not need to reserve or announce the capstone idea before starting, and it includes the Slack feedback option. It omits the extra note about looking at previous projects and that similar topics are okay if your implementation is your own, but that is supplementary rather than the core answer."
Is there any step to officially announce my project topic for the capstone?,897a350476,good,"The AI answer correctly states that there is no need to officially announce or reserve the capstone topic before starting, and it mentions Slack feedback as optional. It omits the additional guidance about reviewing previous projects and that similar topics are allowed if the implementation is original, but those are supporting details rather than the core answer."
Can I get feedback on my project idea somewhere before I begin?,897a350476,good,"The AI answer captures the key point that feedback can be requested in Slack before starting. However, it incorrectly says the user can get feedback that way without mentioning the ground truth's important clarification that there is no need to announce or reserve the project idea first. The core answer about where to ask for feedback is present, so this is semantically close enough."
Are projects with similar topics allowed if other students already did something close to my idea?,897a350476,good,"The AI answer captures the key conclusion that similar topics are allowed if the implementation is original and requirements are met. However, it omits the important first part of the ground truth: you do not need to announce or reserve your project idea before starting. Since the core question is about whether similar projects are allowed, the essential answer is present, but a relevant nuance is missing. Still semantically equivalent enough."
Where can I look at past capstone projects to get a sense of the expected scope?,897a350476,good,"The AI answer correctly points to the 2024 and 2025 project pages as examples to understand expected scope. It omits the unrelated reservation/Slack guidance and the note about similar topics being acceptable, but it answers the user’s question directly and preserves the key information."
Can I build my capstone as a Telegram or WhatsApp bot instead of a web app?,7318a90b14,good,"The AI answer preserves the key points: any interface is allowed, Telegram/WhatsApp bot is acceptable instead of a web app, there are no strict UI requirements beyond meeting evaluation criteria, and the interface-building part must be handled independently. This is semantically equivalent to the ground truth."
Is there any rule about what kind of interface I have to use for the project?,7318a90b14,good,"The AI answer matches the ground truth's core point: there are no strict interface rules and examples of acceptable interfaces are correctly listed. It also preserves the requirement that the project fit the idea and meet evaluation criteria. It omits the note that the course doesn't teach how to build these interfaces and that you'll need to figure it out yourself, but that is ancillary rather than the key answer to the question."
"Could I make the project available through a CLI, Slack app, or notebook?",7318a90b14,good,"The AI answer preserves the key point that the project can be made available through a CLI, Slack app, notebook, or other interface, with no strict guidelines as long as evaluation criteria are met. It also correctly notes that the course does not teach how to build those interfaces. It omits Telegram/WhatsApp examples and the comment about using an AI assistant, but those are not essential to the question asked."
Does the course require a specific user-facing app format for the capstone?,7318a90b14,good,"The AI answer matches the ground truth: it correctly says there is no required specific app format, lists the same examples of acceptable interfaces, and notes that the project only needs to meet evaluation criteria. It omits the extra note that the course doesn't teach how to build these interfaces, but that is not essential to the main question."
"If I choose a non-web interface, will the course teach me how to build it?",7318a90b14,good,"The ground truth says you may use any interface, but the course does not teach how to build those interfaces, so you must figure it out yourself. The AI answer captures the key point that the course does not teach non-web interfaces and you'll need to figure it out on your own. It omits the positive note that any interface is allowed, but that does not change the core answer to the question asked."
"What are some good tools to pull text out of PDFs for a RAG app, and does the course recommend one specific option?",d8b28c47a0,good,"The AI answer matches the ground truth: it lists the same tool options (docling, pymupdf4llm/PyMuPDF, unstructured, pytesseract/Tesseract OCR, hosted OCR like Mistral OCR) and correctly states that the course does not prescribe a specific tool, recommending trying a few on sample documents. No key information is missing or incorrect."
"If my PDFs are scanned images instead of real text files, what should I use to extract the content?",d8b28c47a0,good,"The AI answer correctly identifies pytesseract/Tesseract OCR as the right choice for scanned PDFs with no text layer, and also mentions hosted OCR like Mistral OCR as an alternative. This matches the ground truth key points, though it omits other possible tools and the suggestion to try several options, which are not essential to the core answer."
Is there a library that can turn PDFs into Markdown or JSON for RAG without too much cleanup?,d8b28c47a0,good,"The AI answer preserves the core guidance: it names docling and pymupdf4llm as suitable PDF-to-Markdown/JSON tools for RAG, mentions unstructured, and correctly notes OCR options for scanned PDFs plus the advice to test on sample documents. This is semantically equivalent to the ground truth."
What should I do if I want OCR for image-based documents but don't want to run everything locally?,d8b28c47a0,good,"The AI answer captures the key point: use a hosted OCR/API rather than local OCR, and it correctly mentions Mistral OCR as an example. This matches the ground truth's relevant guidance for not running everything locally."
"After I extract text from documents, is there a recommended next step for chunking or preparing them for RAG?",d8b28c47a0,bad,"The AI answer captures the general idea that extracted text should be cleaned, structured, chunked, and enriched with metadata for RAG, and it offers reasonable chunking guidance. However, it does not match the original answer's key point: the question is asking whether there is a recommended next step, and the ground truth specifically says the course does not prescribe a specific extraction tool, suggests trying various tools, and then refers the user to a separate document on how to prepare/chunk for RAG. The AI answer invents specific course recommendations (e.g., 1000-token chunks, overlap, LLM-based splitting, hybrid search) that are not present in the ground truth and could mislead. Because it misses the exact answer and adds unsupported specifics, it should be marked bad."
"Can I use the workshop stuff in my own capstone project, or is it only for practice in the class?",d850a0e7ea,good,"The AI answer preserves the key point: the workshop content can be used in a capstone project because dlt is open-source, and it is not limited to class practice. It also correctly mentions it can be applied in other Zoomcamp projects. This is semantically equivalent to the ground truth."
Is it okay to take this dlt workshop content and use it in a different project outside the workshop?,d850a0e7ea,good,"The AI answer preserves the key point: the workshop content can be reused in other projects because dlt is open-source, and it can be used in other Zoomcamp projects. This is semantically equivalent to the ground truth, even though it omits the extra encouragement to ask questions and the capstone-project example."
"Since dlt is open source, can I reuse what I learned here for something like the MLOps Zoomcamp project?",d850a0e7ea,good,"The AI answer preserves the core meaning: dlt is open source, the workshop content can be reused for personal projects/capstones, and it can be used for other Zoomcamps such as the MLOps Zoomcamp project. It also correctly implies direct use in other Zoomcamps. No key information is missing or contradicted."
"Am I allowed to share the workshop materials with others, or are they only meant for enrolled students?",d850a0e7ea,good,"The AI answer conveys the key point that the workshop materials are not restricted to enrolled students and may be used/shared because dlt is open-source. This matches the ground truth’s permission to use the content in projects and beyond the workshop context. It omits the specific examples (capstone project, Zoomcamp), but those are not essential to the core answer."
"If I get stuck, can I ask questions and still use the workshop ideas directly in my project?",d850a0e7ea,good,"The AI answer preserves the key points: asking questions is allowed, the workshop ideas can be used directly in a project, and because dlt is open-source the content can be reused for a capstone and other Zoomcamp projects. This is semantically equivalent to the ground truth."
How do I create a new dlt project for loading data from the cloud?,6bceeebf04,good,The AI answer matches the ground truth: it gives the same command to initialize the project and points to the same documentation link. No key information is missing or incorrect.
What command should I run to start a dlt setup with filesystem and duckdb?,6bceeebf04,good,"The AI answer gives the same command as the ground truth, with no missing key information. It is semantically equivalent."
I'm trying to load from cloud storage with dlt — what's the init command?,6bceeebf04,good,"The AI answer gives the same init command as the ground truth: `dlt init filesystem duckdb`. It preserves the key information and is semantically equivalent, though it omits the extra link to further directions, which is not required for correctness."
How do I initialize a dlt project using filesystem and duckdb locally?,6bceeebf04,good,The AI answer gives the exact command from the ground truth and correctly explains that it initializes a local dlt project using filesystem and DuckDB. It preserves the key information and adds only a brief clarification.
Where do I begin if I want to set up dlt for a cloud file source?,6bceeebf04,good,The AI answer matches the ground truth: it gives the same command to initialize dlt for a filesystem/cloud file source and points to the same tutorial link. No key information is missing or incorrect.
"Why do I get `FileNotFoundError: Table notion_pages___homework does not exist` when I try to open `dbtable = db.open_table(""notion_pages___homework"")`?",0407213397,good,"The AI answer conveys the same core point as the ground truth: the error happens because not all instances of 'employee_handbook' were changed to 'homework' in the pipeline settings, so the table name does not exist. The extra suggestion to check table names is consistent and does not change the meaning."
What does this error mean in the dlt workshop if the table isn’t found in the database?,0407213397,good,"The ground truth says the error means not all instances of 'employee_handbook' were changed to 'homework' in the pipeline settings. The AI answer conveys the same underlying issue: the code is using the wrong table name and suggests the correct workshop table name. Although it adds extra general advice, it preserves the key point."
"I renamed the table to `homework`, but `db.open_table(""notion_pages___homework"")` still fails — what am I missing?",0407213397,good,"The AI answer conveys the same core idea as the ground truth: the user has not updated all references from the old table name to the new one in the pipeline/settings. It adds some extra troubleshooting, but does not contradict the original answer."
Could this `notion_pages___homework` table error happen because I didn’t update the pipeline config everywhere?,0407213397,good,"The AI answer matches the ground truth: it says the error can happen if not all instances of 'employee_handbook' were changed to 'homework' in the pipeline settings, which is semantically equivalent. The added advice to update the config everywhere is consistent with the original meaning."
How do I fix the missing table issue when the error still seems to reference `employee_handbook` somewhere?,0407213397,good,The AI answer conveys the same core issue and fix as the ground truth: some references to `employee_handbook` still remain in the pipeline settings and should all be changed to `homework`. It preserves the key meaning accurately.
How do I fix the FileNotFoundError saying the table notion_pages___homework does not exist when I run main()?,e95bfafc0e,good,"The AI answer gives the correct fix: open the table with db.open_table(""notion_pages___homework""). The extra mention of changing pipeline settings is not in the ground truth, but the core instruction matches exactly and addresses the FileNotFoundError."
"Why am I getting an error that asks me to call db.create_table(notion_pages___homework, data) before opening the table?",e95bfafc0e,good,"The ground truth says the fix is to open the correct table in line 3, specifically `db.open_table(""notion_pages___homework"")`. The AI answer includes this exact fix. Although it adds extra speculation about mismatched names and table creation, the core answer is equivalent and correct."
"In the dlt workshop, which table name should I use on line 3 to avoid the notion_pages___homework error?",e95bfafc0e,good,The AI answer matches the ground truth exactly by specifying the table name 'notion_pages___homework' for line 3 and addresses the error directly.
My script fails in main() because the table cannot be found. What should the db.open_table call look like?,e95bfafc0e,good,The AI answer matches the ground truth exactly by providing the correct db.open_table call for the table name notion_pages___homework. It conveys the required fix with no missing key information.
What is the correct way to open the homework table in the Notion pages ingestion example?,e95bfafc0e,good,The AI answer matches the ground truth exactly: it identifies the correct table name and shows the same code snippet for opening it.
How can I see all the tables in my database with dlt?,e394e6f738,good,The AI answer matches the ground truth exactly in meaning: it correctly identifies `db.table_names()` as the method to list all tables in the database. No key information is missing or incorrect.
Is there a method to list every table in the db?,e394e6f738,good,The AI answer matches the ground truth exactly in meaning: it states that `db.table_names()` lists all tables in the database. This is semantically equivalent and correct.
What do I use to check which tables were created in the database?,e394e6f738,good,The AI answer matches the ground truth exactly in meaning: it identifies `db.table_names()` as the method used to list/check all tables in the database.
How do I get the names of all tables in the db?,e394e6f738,good,The AI answer exactly matches the ground truth and correctly states the method to list all tables in the database.
Where can I find the full table list for the database?,e394e6f738,good,The AI answer matches the ground truth exactly and conveys the correct method for listing all tables in the database.
Does dlt already support ClickHouse or StarRocks connectors?,cd19f122f3,good,The AI answer matches the ground truth semantically: it states that dlt currently lacks ClickHouse and StarRocks connectors and is open to community contributions to add them. No key information is missing or altered.
Can I use dlt to load data into ClickHouse right now?,cd19f122f3,bad,"The ground truth says DLT currently does not have ClickHouse or StarRocks connectors, though community contributions are welcome. The AI answer 'I don't know' fails to convey this key information and is therefore not semantically equivalent."
